Time rh SM Tmean e SPI FLASH 
19800101  74.3594 197.9700 -16.9980  -0.0000  -1.2174   0.0000
19800102  86.5413 198.3400 -18.9910   0.0000  -1.1661   0.0000
19800103  90.6001 199.4400 -22.3630   0.0000   0.1652   0.0000
19800104  79.0895 200.2600 -25.2070   0.0000   0.1504   0.0000
19800105  69.5456 200.2500 -24.2500   0.0000   0.6372   0.0000
19800106  60.5470 200.2600 -24.1750   0.0000   0.5293   0.0000
19800107  48.5071 200.2500 -22.4540   0.0000   0.8956   0.0000
19800108  71.9645 200.2000 -18.8790   0.0000   0.5224   0.0000
19800109  88.2014 200.9400 -16.1710   0.0000   0.3958   0.0000
19800110  87.3539 201.5400 -18.8530   0.0000   0.3093   0.0000
19800111  73.0344 199.9800 -23.7410   0.0000   1.7164   0.0000
19800112  74.1837 200.0300 -20.1720  -0.0000   0.6802   0.0000
19800113  84.1083 200.1700 -21.1530   0.0000   1.3062   0.0000
19800114  74.4813 200.1400 -20.4900   0.0000   0.4714   0.0000
19800115  76.6249 200.1600 -17.4230  -0.0000   0.5659   0.0000
19800116  87.3266 199.9700 -14.5300   0.0000  -1.6336   0.0000
19800117  87.0646 199.2800 -13.9750  -0.0000  -1.1353   0.0000
19800118  82.1879 199.2300 -14.0930  -0.0000  -0.5860   0.0000
19800119  89.2681 199.4300 -15.2250   0.0000  -1.4649   0.0000
19800120  83.4013 199.3100 -16.8740  -0.0000   1.2698   0.0000
19800121  92.5344 199.2000 -17.6600   0.0000  -0.6357   0.0000
19800122  90.7035 197.9900 -19.1940   0.0000   0.2714   0.0000
19800123  80.6361 198.9800 -19.5390   0.0000   0.3717   0.0000
19800124  81.1043 198.9100 -14.3680  -0.0000   0.2232   0.0000
19800125  86.2168 198.1200 -12.3800   0.0000  -1.4535   0.0000
19800126  72.8090 197.6100 -13.3390   0.0000  -2.4378   0.0000
19800127  87.2690 196.7600 -12.8270  -0.0000  -1.7027   0.0000
19800128  79.6758 195.8000 -14.8190  -0.0000  -1.1585   0.0000
19800129  74.2288 199.7600 -21.1120  -0.0000  -0.7496   0.0000
19800130  51.5483 199.9900 -20.5500   0.0000   0.5914   0.0000
19800131  40.6201 200.0400 -18.3580   0.0000   1.2520   0.0000
19800201  55.6383 200.0800 -17.1770   0.0000   1.1435   0.0000
19800202  78.6733 200.1100 -15.9700   0.0000   2.1640   0.0000
19800203  78.2420 199.9600 -15.5780  -0.0000  -1.2468   0.0000
19800204  68.3375 199.8600 -14.7520  -0.0000  -1.5794   0.0000
19800205  78.7338 199.7700 -20.7730  -0.0000  -1.2400   0.0000
19800206  87.3862 199.7000 -21.6050   0.0000   0.3477   0.0000
19800207  80.9130 199.7500 -21.5910   0.0000   0.4482   0.0000
19800208  85.5901 200.5200 -16.4080   0.0000   0.0754   0.0000
19800209  82.7428 201.0700 -18.1650  -0.0000  -0.4046   0.0000
19800210  76.2388 200.5600 -22.0780  -0.0000   2.1096   0.0000
19800211  57.2005 200.5500 -19.8820   0.0000   0.9816   0.0000
19800212  64.2104 200.4600 -16.4820   0.0000   1.7056   0.0000
19800213  87.1234 200.3600 -11.8660   0.0000   0.9053   0.0000
19800214  84.0311 200.4200 -11.2010  -0.0000  -2.4776   0.0000
19800215  84.0380 201.1100 -11.7020  -0.0000  -2.0353   0.0000
19800216  87.2329 199.7500 -15.3050  -0.0000  -0.5127   0.0000
19800217  79.7652 198.5600 -15.4630  -0.0000   0.2378   0.0000
19800218  88.9794 198.4400 -14.8510  -0.0000   0.0337   0.0000
19800219  84.7682 196.5000 -13.8720  -0.0000   1.3815   0.0000
19800220  88.7157 196.2000 -11.2750  -0.0000  -1.5457   0.0000
19800221  89.6444 195.7800  -9.4392  -0.0000  -1.8106   0.0000
19800222  73.7592 194.5400 -10.7430  -0.0000  -1.4870   0.0000
19800223  81.6344 192.4200 -12.1920  -0.0000  -0.7566   0.0000
19800224  85.7959 191.2700 -15.2250   0.0000  -0.7608   0.0000
