Time rh SM Tmean e SPI FLASH 
19800101  78.5975 195.8500 -14.9310  -0.0000  -1.5615   0.0000
19800102  79.3518 195.8900 -15.7940   0.0000  -1.0742   0.0000
19800103  74.6246 195.9900 -20.4540   0.0000   2.3979   0.0000
19800104  72.4161 194.1600 -24.1810   0.0000   0.3255   0.0000
19800105  60.7777 194.1000 -22.3530   0.0000   0.5483   0.0000
19800106  56.5303 194.1700 -24.0310   0.0000   0.3624   0.0000
19800107  42.7952 194.6500 -21.6500   0.0000   1.0552   0.0000
19800108  65.2685 194.1900 -16.0350   0.0000   0.2959   0.0000
19800109  91.7217 194.7000 -13.5990   0.0000   0.0075   0.0000
19800110  90.3557 194.2800 -15.4400   0.0000  -0.9959   0.0000
19800111  68.3378 194.1700 -20.7940   0.0000   0.0091   0.0000
19800112  71.6557 194.7500 -18.3580   0.0000   0.6409   0.0000
19800113  74.6220 194.9400 -20.7880   0.0000   0.2232   0.0000
19800114  62.7436 194.7800 -18.9790   0.0000   0.2261   0.0000
19800115  75.7354 194.3100 -15.8360   0.0000   0.4891   0.0000
19800116  90.1128 193.9400 -13.5620   0.0000  -2.0576   0.0000
19800117  90.7619 193.7800 -12.3690   0.0000  -1.6102   0.0000
19800118  91.9605 194.1700 -11.2620   0.0000  -0.8398   0.0000
19800119  90.1406 192.8400 -12.9440   0.0000  -2.1194   0.0000
19800120  81.7236 192.4800 -13.9850  -0.0000  -0.0790   0.0000
19800121  83.4200 191.7400 -13.4800   0.0000  -1.2706   0.0000
19800122  73.0608 191.6900 -15.5590   0.0000   1.7016   0.0000
19800123  66.2886 192.2600 -15.9650   0.0000   0.5378   0.0000
19800124  79.6154 192.5300 -10.6130   0.0000   0.1337   0.0000
19800125  92.7716 192.4300 -10.6790   0.0000  -1.8924   0.0000
19800126  84.6007 192.0800 -11.2180  -0.0000  -2.6280   0.0000
19800127  89.5163 190.2200 -11.4360  -0.0000  -1.6139   0.0000
19800128  83.4000 187.8900 -12.6030  -0.0000  -0.1478   0.0000
19800129  75.3420 187.6800 -19.7360   0.0000  -0.4695   0.0000
19800130  44.2795 187.7100 -18.9070  -0.0000   0.5708   0.0000
19800131  34.6706 187.8100 -15.1390  -0.0000   1.4574   0.0000
19800201  55.2919 187.7800 -14.6290  -0.0000   1.4574   0.0000
19800202  82.4422 188.0100 -13.9010   0.0000   0.6381   0.0000
19800203  77.5874 188.3000 -14.6570  -0.0000  -1.7588   0.0000
19800204  80.4486 189.1400 -14.7250  -0.0000  -1.9163   0.0000
19800205  79.3141 189.3700 -16.4110  -0.0000  -1.9119   0.0000
19800206  65.1947 188.6200 -17.4870   0.0000   0.9959   0.0000
19800207  58.9746 185.5500 -18.0030   0.0000   0.6126   0.0000
19800208  86.7915 185.8300 -13.6140   0.0000   0.0651   0.0000
19800209  78.1188 189.3300 -16.9560   0.0000  -0.6334   0.0000
19800210  68.5189 190.1600 -19.3100   0.0000   0.2340   0.0000
19800211  49.8898 190.0900 -19.0810   0.0000   0.9169   0.0000
19800212  64.4918 189.9700 -14.5430  -0.0000   1.4574   0.0000
19800213  87.9150 189.9400  -8.9249   0.0000   0.4087   0.0000
