Time rh SM Tmean e SPI FLASH 
19800101  71.9968 105.6800  18.0120  -0.0000  -0.1797   0.0000
19800102  78.3044 107.5200  16.2190  -0.0000   0.1870   0.0000
19800103  74.9641 109.9700  13.9440  -0.0000   0.1994   0.0000
19800104  72.5479 111.6400  12.4820  -0.0001   0.7709   0.0000
19800105  72.0644 112.4900  12.4140  -0.0001   0.5963   0.0000
19800106  65.0095 111.3700  12.7170  -0.0001   0.5963   0.0000
19800107  57.5205 108.9500  14.4010  -0.0001   0.5963   0.0000
19800108  56.9913 106.4300  15.1640  -0.0001   0.5963   0.0000
19800109  54.7966 103.7000  16.4080  -0.0000   0.5963   0.0000
19800110  55.0546 101.8400  16.8990  -0.0000   0.5963   0.0000
19800111  51.3204 100.0300  16.0590  -0.0000   0.5963   0.0000
19800112  56.5364  99.1240  15.7830  -0.0000   1.6838   0.0000
19800113  51.6062  98.0450  14.6180  -0.0000   1.5518   0.0000
19800114  48.0668  96.9860  15.2540  -0.0000   0.5963   0.0000
19800115  48.7537  98.0950  16.5540  -0.0000   0.5963   0.0000
19800116  59.2715  99.3700  18.7810  -0.0000   0.4131   0.0000
19800117  65.2220  98.8150  18.9720  -0.0000   0.5985   0.0000
19800118  62.7899  99.7310  19.1740  -0.0000   0.3315   0.0000
19800119  70.5658  99.9400  18.8480  -0.0000  -0.0404   0.0000
19800120  52.4790 100.0200  19.4520  -0.0000   0.7537   0.0000
19800121  59.3769 100.0100  19.4500  -0.0000   0.6627   0.0000
19800122  60.2838 101.6900  16.3750  -0.0000   0.6522   0.0000
19800123  51.5086 102.8800  15.0150  -0.0001   0.5963   0.0000
19800124  43.5914 102.2300  17.3880  -0.0001   0.5963   0.0000
19800125  48.7079 101.4000  17.5520  -0.0001   0.5963   0.0000
19800126  48.3223  99.9330  19.7470  -0.0001   0.5963   0.0000
19800127  52.8003  99.1020  21.2800  -0.0000   0.5963   0.0000
19800128  56.7734  99.9800  18.7810  -0.0000   1.5518   0.0000
19800129  49.6372 101.3800  15.8310  -0.0001   0.5963   0.0000
19800130  43.1151 101.1100  15.3170  -0.0001   0.5963   0.0000
19800131  42.0879  99.6350  16.5080  -0.0001   0.5963   0.0000
19800201  39.9684  97.2800  19.1260  -0.0001   0.5963   0.0000
19800202  59.4304  95.7500  18.9190  -0.0000   0.7537   0.0000
19800203  68.7060  95.6290  18.6790  -0.0000  -0.5034   0.0000
19800204  50.3264  96.6960  18.4690  -0.0001   0.5985   0.0000
19800205  45.9449  99.7540  15.5230  -0.0001   0.5963   0.0000
19800206  40.8940 101.9700  13.1170  -0.0001   0.5963   0.0000
19800207  43.8153 100.3300  14.1660  -0.0001   0.5963   0.0000
19800208  37.5723  95.7770  17.4660  -0.0000   0.5963   0.0000
19800209  40.1320  92.6470  18.0900  -0.0000   0.5963   0.0000
19800210  39.2156  92.9190  18.5280  -0.0000   0.5963   0.0000
19800211  42.3469  94.7870  17.8430  -0.0000   0.5963   0.0000
19800212  40.8348  95.0230  19.1010  -0.0000   0.5963   0.0000
19800213  42.9941  91.7020  20.2150  -0.0000   0.5963   0.0000
19800214  42.1593  89.2870  22.7900  -0.0000   0.5963   0.0000
19800215  47.5941  89.5320  22.3500  -0.0000   0.1151   0.0000
19800216  58.7131  91.6110  20.3660  -0.0000   1.0513   0.0000
19800217  53.6005  92.5610  21.2210  -0.0000   0.5963   0.0000
19800218  47.7202  92.4290  21.5280  -0.0000   0.5963   0.0000
19800219  43.4400  90.3360  22.5200  -0.0000   0.5963   0.0000
19800220  41.6124  88.8270  24.1830  -0.0000   0.5963   0.0000
19800221  41.8513  87.5760  24.9050  -0.0000   0.5963   0.0000
19800222  47.3075  87.7020  24.7230  -0.0000   0.5963   0.0000
19800223  48.3435  88.8380  24.6040  -0.0000   0.5963   0.0000
19800224  41.5420  89.6410  22.4140  -0.0001   0.5963   0.0000
19800225  34.6403  92.0990  21.9310  -0.0001   0.5963   0.0000
19800226  35.1757  93.0770  23.0260  -0.0001   0.5963   0.0000
19800227  31.5758  92.3160  25.9800  -0.0001   0.5963   0.0000
19800228  31.6824  92.3980  26.1980  -0.0001   0.5963   0.0000
19800229  42.4796  97.3120  23.8420  -0.0001  -0.0191   0.0000
19800301  57.5980  99.6870  20.8750  -0.0001   0.8213   0.0000
