Time rh SM Tmean e SPI FLASH 
19800101  75.2119 116.1400  23.0700  -0.0001   1.1372   0.0000
19800102  73.1626 115.6100  23.1420  -0.0001   0.4767   0.0000
19800103  73.4337 115.2000  22.7630  -0.0001   0.3494   0.0000
19800104  71.0469 114.5300  23.2700  -0.0000   0.2274   0.0000
19800105  70.9388 113.1900  22.8600  -0.0001   0.0700   0.0000
19800106  70.5551 113.3200  22.0490  -0.0001   1.0213   0.0000
19800107  69.3315 113.1800  22.2620  -0.0001   0.1774   0.0000
19800108  63.6460 111.5400  21.2320  -0.0001   0.4615   0.0000
19800109  56.7770 110.9900  21.0460  -0.0001   0.4953   0.0000
19800110  56.0149 111.3900  21.1610  -0.0001   1.1372   0.0000
19800111  62.2026 110.5000  22.0660  -0.0001   1.1372   0.0000
19800112  68.4381 110.0200  21.5820  -0.0001   1.1372   0.0000
19800113  63.3503 110.3800  22.4720  -0.0001   1.1372   0.0000
19800114  62.0634 110.0000  23.4610  -0.0001   1.1372   0.0000
19800115  67.8399 109.8900  23.4190  -0.0001   1.1372   0.0000
19800116  73.0478 110.2100  22.9430  -0.0001   1.1372   0.0000
19800117  70.9311 109.3200  23.5550  -0.0001   0.6518   0.0000
19800118  65.0800 108.4700  24.4550  -0.0001   0.5928   0.0000
19800119  62.2065 107.8000  24.2450  -0.0001   1.1372   0.0000
19800120  61.1511 106.7900  24.2450  -0.0001   1.1372   0.0000
19800121  62.4850 105.1000  24.3870  -0.0001   1.1372   0.0000
19800122  65.3797 104.8200  24.5120  -0.0001   1.1372   0.0000
19800123  66.5606 104.7700  24.4180  -0.0001   1.1372   0.0000
19800124  61.5992 104.3100  23.8430  -0.0001   1.1372   0.0000
19800125  68.1923 103.3400  23.8520  -0.0001   1.1372   0.0000
19800126  68.6857 103.0200  23.8100  -0.0001   0.3187   0.0000
19800127  67.6418 102.0300  24.3860  -0.0001   0.4144   0.0000
19800128  67.4675 101.3900  25.1540  -0.0001   0.5928   0.0000
19800129  56.3644  99.8930  25.2070  -0.0000   1.1372   0.0000
19800130  49.7088  99.6330  22.8500  -0.0001   1.1372   0.0000
19800131  68.2557  99.4370  22.9410  -0.0000   1.1372   0.0000
19800201  69.5696  99.0880  24.0180  -0.0000   1.1372   0.0000
19800202  73.5521  99.4470  24.0050  -0.0000   0.4011   0.0000
19800203  69.3663  98.8490  24.5200  -0.0000   0.3537   0.0000
19800204  68.1541  97.5710  24.5200  -0.0000   1.1372   0.0000
19800205  65.4070  97.9430  24.8970  -0.0001   1.1372   0.0000
19800206  63.9531  97.6500  25.1680  -0.0000   1.1372   0.0000
19800207  70.5319  95.8240  25.4410  -0.0000   1.1372   0.0000
19800208  67.2172  95.3610  25.0390  -0.0001   1.8950   0.0000
